ASSERTION	AAEDAAEBAwAAAAAAAABZQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
RUN	SimpleSimulation	simplesimulation	1710121519660	 	3.2.1
USER	Buscar usuários	127	END	1710121534865	1710121538215
USER	Buscar usuários	179	START	1710121538215	1710121538215
REQUEST	179		GET_usuarios	1710121538216	1710121538221	OK	 
USER	Buscar usuários	118	END	1710121534535	1710121538225
USER	Buscar usuários	180	START	1710121538225	1710121538225
USER	Buscar usuários	181	START	1710121538225	1710121538225
REQUEST	180		GET_usuarios	1710121538225	1710121538228	OK	 
REQUEST	181		GET_usuarios	1710121538226	1710121538228	OK	 
USER	Buscar usuários	111	END	1710121534265	1710121538245
USER	Buscar usuários	182	START	1710121538265	1710121538265
REQUEST	182		GET_usuarios	1710121538267	1710121538271	OK	 
USER	Buscar usuários	113	END	1710121534365	1710121538275
USER	Buscar usuários	104	END	1710121533576	1710121538335
USER	Buscar usuários	153	END	1710121536355	1710121538385
USER	Buscar usuários	183	START	1710121538405	1710121538405
REQUEST	183		GET_usuarios	1710121538406	1710121538410	OK	 
USER	Buscar usuários	122	END	1710121534695	1710121538436
USER	Buscar usuários	184	START	1710121538436	1710121538436
REQUEST	184		GET_usuarios	1710121538437	1710121538442	OK	 
USER	Buscar usuários	185	START	1710121538495	1710121538495
REQUEST	185		GET_usuarios	1710121538496	1710121538502	OK	 
USER	Buscar usuários	114	END	1710121534405	1710121538525
USER	Buscar usuários	108	END	1710121534035	1710121538586
USER	Buscar usuários	134	END	1710121535345	1710121538596
USER	Buscar usuários	186	START	1710121538625	1710121538625
REQUEST	186		GET_usuarios	1710121538626	1710121538631	OK	 
USER	Buscar usuários	126	END	1710121534835	1710121538635
USER	Buscar usuários	136	END	1710121535426	1710121538686
USER	Buscar usuários	187	START	1710121538695	1710121538695
REQUEST	187		GET_usuarios	1710121538696	1710121538699	OK	 
USER	Buscar usuários	188	START	1710121538705	1710121538705
REQUEST	188		GET_usuarios	1710121538705	1710121538708	OK	 
USER	Buscar usuários	189	START	1710121538725	1710121538725
REQUEST	189		GET_usuarios	1710121538726	1710121538730	OK	 
USER	Buscar usuários	150	END	1710121536145	1710121538786
USER	Buscar usuários	190	START	1710121538786	1710121538786
REQUEST	190		GET_usuarios	1710121538787	1710121538792	OK	 
USER	Buscar usuários	142	END	1710121535935	1710121538836
USER	Buscar usuários	123	END	1710121534695	1710121538845
USER	Buscar usuários	191	START	1710121538845	1710121538845
REQUEST	191		GET_usuarios	1710121538845	1710121538848	OK	 
USER	Buscar usuários	159	END	1710121536785	1710121538855
USER	Buscar usuários	192	START	1710121538855	1710121538855
REQUEST	192		GET_usuarios	1710121538856	1710121538859	OK	 
USER	Buscar usuários	112	END	1710121534324	1710121538924
USER	Buscar usuários	193	START	1710121538945	1710121538945
REQUEST	193		GET_usuarios	1710121538945	1710121538948	OK	 
USER	Buscar usuários	194	START	1710121539004	1710121539004
REQUEST	194		GET_usuarios	1710121539005	1710121539007	OK	 
USER	Buscar usuários	195	START	1710121539025	1710121539025
REQUEST	195		GET_usuarios	1710121539025	1710121539028	OK	 
USER	Buscar usuários	196	START	1710121539054	1710121539054
REQUEST	196		GET_usuarios	1710121539055	1710121539057	OK	 
USER	Buscar usuários	198	START	1710121539115	1710121539115
USER	Buscar usuários	197	START	1710121539115	1710121539115
REQUEST	197		GET_usuarios	1710121539116	1710121539121	OK	 
REQUEST	198		GET_usuarios	1710121539116	1710121539122	OK	 
USER	Buscar usuários	132	END	1710121535256	1710121539125
USER	Buscar usuários	199	START	1710121539125	1710121539125
REQUEST	199		GET_usuarios	1710121539126	1710121539128	OK	 
USER	Buscar usuários	200	START	1710121539145	1710121539145
REQUEST	200		GET_usuarios	1710121539146	1710121539150	OK	 
USER	Buscar usuários	201	START	1710121539155	1710121539155
REQUEST	201		GET_usuarios	1710121539156	1710121539158	OK	 
USER	Buscar usuários	146	END	1710121536005	1710121539185
USER	Buscar usuários	161	END	1710121536824	1710121539225
USER	Buscar usuários	202	START	1710121539235	1710121539235
REQUEST	202		GET_usuarios	1710121539236	1710121539239	OK	 
USER	Buscar usuários	117	END	1710121534505	1710121539245
USER	Buscar usuários	129	END	1710121534925	1710121539255
USER	Buscar usuários	138	END	1710121535535	1710121539255
USER	Buscar usuários	203	START	1710121539255	1710121539255
REQUEST	203		GET_usuarios	1710121539256	1710121539259	OK	 
USER	Buscar usuários	155	END	1710121536485	1710121539265
USER	Buscar usuários	145	END	1710121535995	1710121539296
USER	Buscar usuários	204	START	1710121539325	1710121539325
REQUEST	204		GET_usuarios	1710121539326	1710121539328	OK	 
USER	Buscar usuários	205	START	1710121539334	1710121539334
REQUEST	205		GET_usuarios	1710121539335	1710121539338	OK	 
USER	Buscar usuários	206	START	1710121539375	1710121539375
REQUEST	206		GET_usuarios	1710121539376	1710121539381	OK	 
USER	Buscar usuários	207	START	1710121539384	1710121539384
REQUEST	207		GET_usuarios	1710121539385	1710121539386	OK	 
USER	Buscar usuários	208	START	1710121539435	1710121539435
REQUEST	208		GET_usuarios	1710121539436	1710121539438	OK	 
USER	Buscar usuários	209	START	1710121539465	1710121539465
REQUEST	209		GET_usuarios	1710121539466	1710121539469	OK	 
USER	Buscar usuários	143	END	1710121535956	1710121539495
USER	Buscar usuários	116	END	1710121534485	1710121539505
USER	Buscar usuários	152	END	1710121536335	1710121539525
USER	Buscar usuários	210	START	1710121539565	1710121539565
REQUEST	210		GET_usuarios	1710121539566	1710121539569	OK	 
USER	Buscar usuários	211	START	1710121539705	1710121539705
REQUEST	211		GET_usuarios	1710121539706	1710121539709	OK	 
USER	Buscar usuários	169	END	1710121537365	1710121539736
USER	Buscar usuários	212	START	1710121539736	1710121539736
REQUEST	212		GET_usuarios	1710121539737	1710121539740	OK	 
USER	Buscar usuários	213	START	1710121539766	1710121539766
REQUEST	213		GET_usuarios	1710121539767	1710121539771	OK	 
USER	Buscar usuários	125	END	1710121534835	1710121539775
USER	Buscar usuários	214	START	1710121539775	1710121539775
REQUEST	214		GET_usuarios	1710121539775	1710121539778	OK	 
USER	Buscar usuários	215	START	1710121539795	1710121539795
REQUEST	215		GET_usuarios	1710121539796	1710121539799	OK	 
USER	Buscar usuários	173	END	1710121537755	1710121539815
USER	Buscar usuários	139	END	1710121535565	1710121539846
USER	Buscar usuários	135	END	1710121535375	1710121539855
USER	Buscar usuários	216	START	1710121539876	1710121539876
REQUEST	216		GET_usuarios	1710121539876	1710121539880	OK	 
USER	Buscar usuários	131	END	1710121535125	1710121539905
USER	Buscar usuários	217	START	1710121539925	1710121539925
REQUEST	217		GET_usuarios	1710121539927	1710121539932	OK	 
USER	Buscar usuários	137	END	1710121535485	1710121539965
USER	Buscar usuários	172	END	1710121537595	1710121539986
USER	Buscar usuários	218	START	1710121539985	1710121539985
REQUEST	218		GET_usuarios	1710121539987	1710121539992	OK	 
USER	Buscar usuários	164	END	1710121537215	1710121539995
USER	Buscar usuários	219	START	1710121539995	1710121539995
REQUEST	219		GET_usuarios	1710121539995	1710121539997	OK	 
USER	Buscar usuários	148	END	1710121536065	1710121540066
USER	Buscar usuários	176	END	1710121537995	1710121540066
USER	Buscar usuários	220	START	1710121540065	1710121540065
REQUEST	220		GET_usuarios	1710121540066	1710121540071	OK	 
USER	Buscar usuários	133	END	1710121535315	1710121540085
USER	Buscar usuários	160	END	1710121536785	1710121540115
USER	Buscar usuários	221	START	1710121540115	1710121540115
REQUEST	221		GET_usuarios	1710121540115	1710121540118	OK	 
USER	Buscar usuários	141	END	1710121535885	1710121540156
USER	Buscar usuários	147	END	1710121536065	1710121540196
USER	Buscar usuários	151	END	1710121536315	1710121540236
USER	Buscar usuários	222	START	1710121540235	1710121540235
REQUEST	222		GET_usuarios	1710121540236	1710121540239	OK	 
USER	Buscar usuários	157	END	1710121536495	1710121540286
USER	Buscar usuários	158	END	1710121536585	1710121540346
USER	Buscar usuários	223	START	1710121540395	1710121540395
USER	Buscar usuários	224	START	1710121540395	1710121540395
REQUEST	224		GET_usuarios	1710121540396	1710121540398	OK	 
REQUEST	223		GET_usuarios	1710121540396	1710121540399	OK	 
USER	Buscar usuários	225	START	1710121540435	1710121540435
REQUEST	225		GET_usuarios	1710121540436	1710121540440	OK	 
USER	Buscar usuários	156	END	1710121536495	1710121540475
USER	Buscar usuários	226	START	1710121540495	1710121540495
REQUEST	226		GET_usuarios	1710121540496	1710121540498	OK	 
USER	Buscar usuários	149	END	1710121536085	1710121540585
USER	Buscar usuários	227	START	1710121540615	1710121540615
REQUEST	227		GET_usuarios	1710121540616	1710121540619	OK	 
USER	Buscar usuários	228	START	1710121540755	1710121540755
REQUEST	228		GET_usuarios	1710121540755	1710121540758	OK	 
USER	Buscar usuários	181	END	1710121538225	1710121540765
USER	Buscar usuários	144	END	1710121535975	1710121540776
USER	Buscar usuários	154	END	1710121536375	1710121540785
USER	Buscar usuários	177	END	1710121538135	1710121540806
USER	Buscar usuários	229	START	1710121540835	1710121540835
REQUEST	229		GET_usuarios	1710121540836	1710121540839	OK	 
USER	Buscar usuários	230	START	1710121540845	1710121540845
REQUEST	230		GET_usuarios	1710121540845	1710121540848	OK	 
USER	Buscar usuários	182	END	1710121538265	1710121540896
USER	Buscar usuários	231	START	1710121540905	1710121540905
REQUEST	231		GET_usuarios	1710121540905	1710121540907	OK	 
USER	Buscar usuários	174	END	1710121537855	1710121540965
USER	Buscar usuários	232	START	1710121540975	1710121540975
REQUEST	232		GET_usuarios	1710121540976	1710121540979	OK	 
USER	Buscar usuários	233	START	1710121541015	1710121541015
REQUEST	233		GET_usuarios	1710121541015	1710121541017	OK	 
USER	Buscar usuários	234	START	1710121541045	1710121541045
REQUEST	234		GET_usuarios	1710121541046	1710121541048	OK	 
USER	Buscar usuários	171	END	1710121537515	1710121541115
USER	Buscar usuários	235	START	1710121541115	1710121541115
REQUEST	235		GET_usuarios	1710121541115	1710121541118	OK	 
USER	Buscar usuários	165	END	1710121537266	1710121541135
USER	Buscar usuários	192	END	1710121538855	1710121541155
USER	Buscar usuários	236	START	1710121541166	1710121541166
REQUEST	236		GET_usuarios	1710121541167	1710121541171	OK	 
USER	Buscar usuários	237	START	1710121541195	1710121541195
REQUEST	237		GET_usuarios	1710121541196	1710121541200	OK	 
USER	Buscar usuários	162	END	1710121536884	1710121541265
USER	Buscar usuários	197	END	1710121539115	1710121541266
USER	Buscar usuários	163	END	1710121537035	1710121541285
USER	Buscar usuários	238	START	1710121541305	1710121541305
REQUEST	238		GET_usuarios	1710121541306	1710121541312	OK	 
USER	Buscar usuários	239	START	1710121541315	1710121541315
REQUEST	239		GET_usuarios	1710121541316	1710121541318	OK	 
USER	Buscar usuários	240	START	1710121541335	1710121541335
REQUEST	240		GET_usuarios	1710121541335	1710121541337	OK	 
USER	Buscar usuários	202	END	1710121539235	1710121541385
USER	Buscar usuários	199	END	1710121539125	1710121541425
USER	Buscar usuários	168	END	1710121537325	1710121541595
USER	Buscar usuários	170	END	1710121537365	1710121541605
USER	Buscar usuários	175	END	1710121537895	1710121541606
USER	Buscar usuários	241	START	1710121541605	1710121541605
REQUEST	241		GET_usuarios	1710121541606	1710121541609	OK	 
USER	Buscar usuários	180	END	1710121538225	1710121541675
USER	Buscar usuários	242	START	1710121541675	1710121541675
REQUEST	242		GET_usuarios	1710121541675	1710121541678	OK	 
USER	Buscar usuários	167	END	1710121537305	1710121541695
USER	Buscar usuários	243	START	1710121541705	1710121541705
USER	Buscar usuários	244	START	1710121541705	1710121541705
REQUEST	243		GET_usuarios	1710121541705	1710121541707	OK	 
REQUEST	244		GET_usuarios	1710121541705	1710121541708	OK	 
USER	Buscar usuários	245	START	1710121541715	1710121541715
REQUEST	245		GET_usuarios	1710121541716	1710121541718	OK	 
USER	Buscar usuários	246	START	1710121541725	1710121541725
REQUEST	246		GET_usuarios	1710121541726	1710121541731	OK	 
USER	Buscar usuários	247	START	1710121541755	1710121541755
REQUEST	247		GET_usuarios	1710121541756	1710121541759	OK	 
USER	Buscar usuários	248	START	1710121541785	1710121541785
REQUEST	248		GET_usuarios	1710121541787	1710121541792	OK	 
USER	Buscar usuários	185	END	1710121538495	1710121541816
USER	Buscar usuários	249	START	1710121541815	1710121541815
REQUEST	249		GET_usuarios	1710121541816	1710121541820	OK	 
USER	Buscar usuários	250	START	1710121541855	1710121541855
REQUEST	250		GET_usuarios	1710121541856	1710121541862	OK	 
USER	Buscar usuários	205	END	1710121539334	1710121541985
USER	Buscar usuários	251	START	1710121541985	1710121541985
REQUEST	251		GET_usuarios	1710121541986	1710121541988	OK	 
USER	Buscar usuários	178	END	1710121538145	1710121542056
USER	Buscar usuários	166	END	1710121537275	1710121542056
USER	Buscar usuários	253	START	1710121542056	1710121542056
USER	Buscar usuários	252	START	1710121542056	1710121542056
REQUEST	253		GET_usuarios	1710121542057	1710121542061	OK	 
REQUEST	252		GET_usuarios	1710121542057	1710121542061	OK	 
USER	Buscar usuários	254	START	1710121542095	1710121542095
REQUEST	254		GET_usuarios	1710121542096	1710121542102	OK	 
USER	Buscar usuários	221	END	1710121540115	1710121542175
USER	Buscar usuários	255	START	1710121542235	1710121542235
USER	Buscar usuários	256	START	1710121542235	1710121542235
REQUEST	256		GET_usuarios	1710121542237	1710121542243	OK	 
REQUEST	255		GET_usuarios	1710121542236	1710121542243	OK	 
USER	Buscar usuários	257	START	1710121542255	1710121542255
REQUEST	257		GET_usuarios	1710121542255	1710121542258	OK	 
USER	Buscar usuários	258	START	1710121542285	1710121542285
REQUEST	258		GET_usuarios	1710121542286	1710121542291	OK	 
USER	Buscar usuários	260	START	1710121542305	1710121542305
USER	Buscar usuários	259	START	1710121542305	1710121542305
REQUEST	260		GET_usuarios	1710121542306	1710121542310	OK	 
REQUEST	259		GET_usuarios	1710121542306	1710121542310	OK	 
USER	Buscar usuários	179	END	1710121538215	1710121542326
USER	Buscar usuários	213	END	1710121539766	1710121542336
USER	Buscar usuários	261	START	1710121542345	1710121542345
REQUEST	261		GET_usuarios	1710121542345	1710121542348	OK	 
USER	Buscar usuários	186	END	1710121538625	1710121542385
USER	Buscar usuários	262	START	1710121542395	1710121542395
REQUEST	262		GET_usuarios	1710121542396	1710121542400	OK	 
USER	Buscar usuários	212	END	1710121539736	1710121542416
USER	Buscar usuários	263	START	1710121542446	1710121542446
REQUEST	263		GET_usuarios	1710121542447	1710121542452	OK	 
USER	Buscar usuários	188	END	1710121538705	1710121542455
USER	Buscar usuários	215	END	1710121539795	1710121542496
USER	Buscar usuários	264	START	1710121542495	1710121542495
REQUEST	264		GET_usuarios	1710121542496	1710121542502	OK	 
USER	Buscar usuários	190	END	1710121538786	1710121542505
USER	Buscar usuários	204	END	1710121539325	1710121542505
USER	Buscar usuários	198	END	1710121539115	1710121542646
USER	Buscar usuários	265	START	1710121542655	1710121542655
REQUEST	265		GET_usuarios	1710121542655	1710121542660	OK	 
USER	Buscar usuários	194	END	1710121539004	1710121542695
USER	Buscar usuários	196	END	1710121539054	1710121542715
USER	Buscar usuários	201	END	1710121539155	1710121542715
USER	Buscar usuários	193	END	1710121538945	1710121542805
USER	Buscar usuários	191	END	1710121538845	1710121542866
USER	Buscar usuários	266	START	1710121542875	1710121542875
REQUEST	266		GET_usuarios	1710121542875	1710121542879	OK	 
USER	Buscar usuários	183	END	1710121538405	1710121542966
USER	Buscar usuários	229	END	1710121540835	1710121542976
USER	Buscar usuários	195	END	1710121539025	1710121542985
USER	Buscar usuários	224	END	1710121540395	1710121542985
USER	Buscar usuários	267	START	1710121542985	1710121542985
USER	Buscar usuários	268	START	1710121542985	1710121542985
REQUEST	267		GET_usuarios	1710121542986	1710121542990	OK	 
REQUEST	268		GET_usuarios	1710121542986	1710121542990	OK	 
USER	Buscar usuários	269	START	1710121543005	1710121543005
REQUEST	269		GET_usuarios	1710121543005	1710121543008	OK	 
USER	Buscar usuários	270	START	1710121543025	1710121543025
REQUEST	270		GET_usuarios	1710121543026	1710121543029	OK	 
USER	Buscar usuários	271	START	1710121543065	1710121543065
REQUEST	271		GET_usuarios	1710121543066	1710121543069	OK	 
USER	Buscar usuários	272	START	1710121543095	1710121543095
REQUEST	272		GET_usuarios	1710121543096	1710121543101	OK	 
USER	Buscar usuários	273	START	1710121543115	1710121543115
REQUEST	273		GET_usuarios	1710121543115	1710121543117	OK	 
USER	Buscar usuários	274	START	1710121543175	1710121543175
REQUEST	274		GET_usuarios	1710121543176	1710121543182	OK	 
USER	Buscar usuários	275	START	1710121543185	1710121543185
REQUEST	275		GET_usuarios	1710121543186	1710121543188	OK	 
USER	Buscar usuários	200	END	1710121539145	1710121543195
USER	Buscar usuários	276	START	1710121543195	1710121543195
REQUEST	276		GET_usuarios	1710121543195	1710121543197	OK	 
USER	Buscar usuários	277	START	1710121543225	1710121543225
REQUEST	277		GET_usuarios	1710121543226	1710121543231	OK	 
USER	Buscar usuários	184	END	1710121538436	1710121543245
USER	Buscar usuários	278	START	1710121543244	1710121543244
USER	Buscar usuários	279	START	1710121543245	1710121543245
REQUEST	279		GET_usuarios	1710121543245	1710121543248	OK	 
REQUEST	278		GET_usuarios	1710121543245	1710121543249	OK	 
USER	Buscar usuários	280	START	1710121543255	1710121543255
REQUEST	280		GET_usuarios	1710121543255	1710121543257	OK	 
USER	Buscar usuários	282	START	1710121543274	1710121543274
USER	Buscar usuários	281	START	1710121543274	1710121543274
REQUEST	282		GET_usuarios	1710121543275	1710121543278	OK	 
REQUEST	281		GET_usuarios	1710121543275	1710121543279	OK	 
USER	Buscar usuários	214	END	1710121539775	1710121543295
USER	Buscar usuários	284	START	1710121543325	1710121543325
USER	Buscar usuários	283	START	1710121543325	1710121543325
REQUEST	284		GET_usuarios	1710121543326	1710121543332	OK	 
REQUEST	283		GET_usuarios	1710121543326	1710121543333	OK	 
USER	Buscar usuários	217	END	1710121539925	1710121543345
USER	Buscar usuários	208	END	1710121539435	1710121543355
USER	Buscar usuários	285	START	1710121543375	1710121543375
REQUEST	285		GET_usuarios	1710121543375	1710121543378	OK	 
USER	Buscar usuários	203	END	1710121539255	1710121543416
USER	Buscar usuários	206	END	1710121539375	1710121543425
USER	Buscar usuários	286	START	1710121543455	1710121543455
REQUEST	286		GET_usuarios	1710121543455	1710121543457	OK	 
USER	Buscar usuários	287	START	1710121543496	1710121543496
REQUEST	287		GET_usuarios	1710121543497	1710121543502	OK	 
USER	Buscar usuários	288	START	1710121543505	1710121543505
REQUEST	288		GET_usuarios	1710121543506	1710121543509	OK	 
USER	Buscar usuários	216	END	1710121539876	1710121543535
USER	Buscar usuários	289	START	1710121543576	1710121543576
USER	Buscar usuários	290	START	1710121543576	1710121543576
REQUEST	289		GET_usuarios	1710121543577	1710121543583	OK	 
REQUEST	290		GET_usuarios	1710121543577	1710121543583	OK	 
USER	Buscar usuários	187	END	1710121538695	1710121543636
USER	Buscar usuários	189	END	1710121538725	1710121543656
USER	Buscar usuários	291	START	1710121543676	1710121543676
REQUEST	291		GET_usuarios	1710121543677	1710121543681	OK	 
USER	Buscar usuários	292	START	1710121543695	1710121543695
REQUEST	292		GET_usuarios	1710121543696	1710121543700	OK	 
USER	Buscar usuários	293	START	1710121543855	1710121543855
REQUEST	293		GET_usuarios	1710121543856	1710121543861	OK	 
USER	Buscar usuários	209	END	1710121539465	1710121543885
USER	Buscar usuários	294	START	1710121543915	1710121543915
REQUEST	294		GET_usuarios	1710121543916	1710121543918	OK	 
USER	Buscar usuários	295	START	1710121543965	1710121543965
REQUEST	295		GET_usuarios	1710121543967	1710121543972	OK	 
USER	Buscar usuários	296	START	1710121543985	1710121543985
REQUEST	296		GET_usuarios	1710121543986	1710121543988	OK	 
USER	Buscar usuários	207	END	1710121539384	1710121543994
USER	Buscar usuários	210	END	1710121539565	1710121544035
USER	Buscar usuários	297	START	1710121544105	1710121544105
REQUEST	297		GET_usuarios	1710121544106	1710121544112	OK	 
USER	Buscar usuários	218	END	1710121539985	1710121544126
USER	Buscar usuários	236	END	1710121541166	1710121544156
USER	Buscar usuários	249	END	1710121541815	1710121544166
USER	Buscar usuários	298	START	1710121544175	1710121544175
REQUEST	298		GET_usuarios	1710121544176	1710121544180	OK	 
USER	Buscar usuários	246	END	1710121541725	1710121544185
USER	Buscar usuários	299	START	1710121544245	1710121544245
REQUEST	299		GET_usuarios	1710121544246	1710121544252	OK	 
USER	Buscar usuários	242	END	1710121541675	1710121544276
USER	Buscar usuários	300	START	1710121544285	1710121544285
REQUEST	300		GET_usuarios	1710121544285	1710121544288	OK	 
USER	Buscar usuários	301	START	1710121544315	1710121544315
REQUEST	301		GET_usuarios	1710121544316	1710121544322	OK	 
USER	Buscar usuários	232	END	1710121540975	1710121544345
USER	Buscar usuários	302	START	1710121544395	1710121544395
REQUEST	302		GET_usuarios	1710121544396	1710121544400	OK	 
USER	Buscar usuários	238	END	1710121541305	1710121544415
USER	Buscar usuários	303	START	1710121544425	1710121544425
REQUEST	303		GET_usuarios	1710121544426	1710121544430	OK	 
USER	Buscar usuários	226	END	1710121540495	1710121544456
USER	Buscar usuários	262	END	1710121542395	1710121544476
USER	Buscar usuários	304	START	1710121544495	1710121544495
REQUEST	304		GET_usuarios	1710121544496	1710121544502	OK	 
USER	Buscar usuários	245	END	1710121541715	1710121544505
USER	Buscar usuários	254	END	1710121542095	1710121544525
USER	Buscar usuários	243	END	1710121541705	1710121544545
USER	Buscar usuários	222	END	1710121540235	1710121544555
USER	Buscar usuários	248	END	1710121541785	1710121544635
USER	Buscar usuários	211	END	1710121539705	1710121544655
USER	Buscar usuários	305	START	1710121544685	1710121544685
REQUEST	305		GET_usuarios	1710121544687	1710121544691	OK	 
USER	Buscar usuários	306	START	1710121544775	1710121544775
REQUEST	306		GET_usuarios	1710121544777	1710121544782	OK	 
USER	Buscar usuários	219	END	1710121539995	1710121544785
USER	Buscar usuários	220	END	1710121540065	1710121544855
USER	Buscar usuários	258	END	1710121542285	1710121544855
USER	Buscar usuários	227	END	1710121540615	1710121544855
USER	Buscar usuários	307	START	1710121544875	1710121544875
REQUEST	307		GET_usuarios	1710121544876	1710121544880	OK	 
USER	Buscar usuários	263	END	1710121542446	1710121544905
USER	Buscar usuários	308	START	1710121544975	1710121544975
REQUEST	308		GET_usuarios	1710121544976	1710121544981	OK	 
USER	Buscar usuários	244	END	1710121541705	1710121544996
USER	Buscar usuários	309	START	1710121545075	1710121545075
REQUEST	309		GET_usuarios	1710121545076	1710121545078	OK	 
USER	Buscar usuários	264	END	1710121542495	1710121545106
USER	Buscar usuários	256	END	1710121542235	1710121545134
USER	Buscar usuários	223	END	1710121540395	1710121545145
USER	Buscar usuários	250	END	1710121541855	1710121545165
USER	Buscar usuários	310	START	1710121545175	1710121545175
REQUEST	310		GET_usuarios	1710121545175	1710121545179	OK	 
USER	Buscar usuários	228	END	1710121540755	1710121545205
USER	Buscar usuários	255	END	1710121542235	1710121545216
USER	Buscar usuários	237	END	1710121541195	1710121545256
USER	Buscar usuários	274	END	1710121543175	1710121545276
USER	Buscar usuários	311	START	1710121545276	1710121545276
REQUEST	311		GET_usuarios	1710121545277	1710121545281	OK	 
USER	Buscar usuários	247	END	1710121541755	1710121545305
USER	Buscar usuários	233	END	1710121541015	1710121545305
USER	Buscar usuários	225	END	1710121540435	1710121545325
USER	Buscar usuários	231	END	1710121540905	1710121545355
USER	Buscar usuários	312	START	1710121545374	1710121545374
REQUEST	312		GET_usuarios	1710121545375	1710121545378	OK	 
USER	Buscar usuários	265	END	1710121542655	1710121545395
USER	Buscar usuários	279	END	1710121543245	1710121545405
USER	Buscar usuários	313	START	1710121545475	1710121545475
REQUEST	313		GET_usuarios	1710121545476	1710121545482	OK	 
USER	Buscar usuários	240	END	1710121541335	1710121545526
USER	Buscar usuários	314	START	1710121545575	1710121545575
REQUEST	314		GET_usuarios	1710121545576	1710121545579	OK	 
USER	Buscar usuários	315	START	1710121545674	1710121545674
REQUEST	315		GET_usuarios	1710121545675	1710121545677	OK	 
USER	Buscar usuários	230	END	1710121540845	1710121545695
USER	Buscar usuários	241	END	1710121541605	1710121545725
USER	Buscar usuários	316	START	1710121545785	1710121545785
REQUEST	316		GET_usuarios	1710121545786	1710121545788	OK	 
USER	Buscar usuários	253	END	1710121542056	1710121545816
USER	Buscar usuários	234	END	1710121541045	1710121545825
USER	Buscar usuários	275	END	1710121543185	1710121545876
USER	Buscar usuários	283	END	1710121543325	1710121545876
USER	Buscar usuários	235	END	1710121541115	1710121545885
USER	Buscar usuários	317	START	1710121545885	1710121545885
REQUEST	317		GET_usuarios	1710121545886	1710121545890	OK	 
USER	Buscar usuários	318	START	1710121545985	1710121545985
REQUEST	318		GET_usuarios	1710121545986	1710121545992	OK	 
USER	Buscar usuários	252	END	1710121542056	1710121545995
USER	Buscar usuários	239	END	1710121541315	1710121546005
USER	Buscar usuários	251	END	1710121541985	1710121546024
USER	Buscar usuários	278	END	1710121543244	1710121546055
USER	Buscar usuários	289	END	1710121543576	1710121546085
USER	Buscar usuários	319	START	1710121546084	1710121546084
REQUEST	319		GET_usuarios	1710121546085	1710121546089	OK	 
USER	Buscar usuários	260	END	1710121542305	1710121546115
USER	Buscar usuários	266	END	1710121542875	1710121546115
USER	Buscar usuários	320	START	1710121546184	1710121546184
REQUEST	320		GET_usuarios	1710121546185	1710121546188	OK	 
USER	Buscar usuários	280	END	1710121543255	1710121546286
USER	Buscar usuários	321	START	1710121546285	1710121546285
REQUEST	321		GET_usuarios	1710121546287	1710121546291	OK	 
USER	Buscar usuários	301	END	1710121544315	1710121546345
USER	Buscar usuários	322	START	1710121546385	1710121546385
REQUEST	322		GET_usuarios	1710121546385	1710121546389	OK	 
USER	Buscar usuários	259	END	1710121542305	1710121546485
USER	Buscar usuários	323	START	1710121546485	1710121546485
REQUEST	323		GET_usuarios	1710121546487	1710121546492	OK	 
USER	Buscar usuários	299	END	1710121544245	1710121546515
USER	Buscar usuários	293	END	1710121543855	1710121546515
USER	Buscar usuários	324	START	1710121546585	1710121546585
REQUEST	324		GET_usuarios	1710121546586	1710121546591	OK	 
USER	Buscar usuários	325	START	1710121546685	1710121546685
REQUEST	325		GET_usuarios	1710121546685	1710121546689	OK	 
USER	Buscar usuários	326	START	1710121546775	1710121546775
REQUEST	326		GET_usuarios	1710121546777	1710121546782	OK	 
USER	Buscar usuários	276	END	1710121543195	1710121546784
USER	Buscar usuários	257	END	1710121542255	1710121546784
USER	Buscar usuários	327	START	1710121546865	1710121546865
REQUEST	327		GET_usuarios	1710121546866	1710121546871	OK	 
USER	Buscar usuários	328	START	1710121546955	1710121546955
REQUEST	328		GET_usuarios	1710121546956	1710121546961	OK	 
USER	Buscar usuários	288	END	1710121543505	1710121546975
USER	Buscar usuários	269	END	1710121543005	1710121546995
USER	Buscar usuários	268	END	1710121542985	1710121547025
USER	Buscar usuários	329	START	1710121547045	1710121547045
REQUEST	329		GET_usuarios	1710121547046	1710121547051	OK	 
USER	Buscar usuários	277	END	1710121543225	1710121547085
USER	Buscar usuários	294	END	1710121543915	1710121547086
USER	Buscar usuários	261	END	1710121542345	1710121547095
USER	Buscar usuários	271	END	1710121543065	1710121547105
USER	Buscar usuários	330	START	1710121547135	1710121547135
REQUEST	330		GET_usuarios	1710121547136	1710121547142	OK	 
USER	Buscar usuários	290	END	1710121543576	1710121547175
USER	Buscar usuários	281	END	1710121543274	1710121547205
USER	Buscar usuários	331	START	1710121547225	1710121547225
REQUEST	331		GET_usuarios	1710121547225	1710121547228	OK	 
USER	Buscar usuários	270	END	1710121543025	1710121547286
USER	Buscar usuários	332	START	1710121547315	1710121547315
REQUEST	332		GET_usuarios	1710121547316	1710121547321	OK	 
USER	Buscar usuários	295	END	1710121543965	1710121547385
USER	Buscar usuários	282	END	1710121543274	1710121547405
