ASSERTION	AAEDAAEBAwAAAAAAAABZQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
RUN	AdvancedSimulation	advancedsimulation	1710117394984	 	3.2.1
REQUEST	11		GET_produtos	1710117396649	1710117396653	OK	 
USER	Buscar produtos	12	START	1710117396749	1710117396749
REQUEST	12		GET_produtos	1710117396751	1710117396757	OK	 
USER	Buscar produtos	13	START	1710117396849	1710117396849
REQUEST	13		GET_produtos	1710117396850	1710117396856	OK	 
USER	Buscar produtos	14	START	1710117396948	1710117396948
REQUEST	14		GET_produtos	1710117396949	1710117396953	OK	 
USER	Buscar produtos	15	START	1710117397050	1710117397050
REQUEST	15		GET_produtos	1710117397051	1710117397059	OK	 
USER	Buscar produtos	16	START	1710117397149	1710117397149
REQUEST	16		GET_produtos	1710117397151	1710117397157	OK	 
USER	Buscar produtos	17	START	1710117397249	1710117397249
REQUEST	17		GET_produtos	1710117397250	1710117397256	OK	 
USER	Buscar produtos	18	START	1710117397349	1710117397349
REQUEST	18		GET_produtos	1710117397349	1710117397354	OK	 
USER	Buscar produtos	19	START	1710117397449	1710117397449
REQUEST	19		GET_produtos	1710117397450	1710117397455	OK	 
USER	Buscar produtos	20	START	1710117397549	1710117397549
REQUEST	20		GET_produtos	1710117397550	1710117397556	OK	 
USER	Buscar carrinhos	24	START	1710117397629	1710117397629
REQUEST	24		GET_carrinhos	1710117397630	1710117397636	OK	 
USER	Editar Usuário	27	START	1710117397638	1710117397638
REQUEST	27		PUT_Usuario	1710117397639	1710117397644	OK	 
USER	Editar Usuário	27	END	1710117397638	1710117397644
USER	Buscar produtos	21	START	1710117397648	1710117397648
REQUEST	21		GET_produtos	1710117397649	1710117397654	OK	 
USER	Buscar produtos	28	START	1710117397739	1710117397739
REQUEST	28		GET_produtos	1710117397741	1710117397747	OK	 
USER	Buscar produtos	29	START	1710117397840	1710117397840
REQUEST	29		GET_produtos	1710117397841	1710117397846	OK	 
USER	Buscar produtos	30	START	1710117397939	1710117397939
REQUEST	30		GET_produtos	1710117397940	1710117397943	OK	 
USER	Buscar produtos	31	START	1710117398039	1710117398039
REQUEST	31		GET_produtos	1710117398040	1710117398047	OK	 
USER	Buscar produtos	32	START	1710117398139	1710117398139
REQUEST	32		GET_produtos	1710117398141	1710117398148	OK	 
USER	Buscar produtos	33	START	1710117398239	1710117398239
REQUEST	33		GET_produtos	1710117398241	1710117398245	OK	 
USER	Buscar produtos	34	START	1710117398339	1710117398339
REQUEST	34		GET_produtos	1710117398341	1710117398347	OK	 
USER	Buscar produtos	35	START	1710117398439	1710117398439
REQUEST	35		GET_produtos	1710117398440	1710117398446	OK	 
USER	Buscar produtos	36	START	1710117398538	1710117398538
REQUEST	36		GET_produtos	1710117398539	1710117398542	OK	 
USER	Buscar carrinhos	38	START	1710117398639	1710117398639
USER	Buscar produtos	37	START	1710117398639	1710117398639
USER	Editar Usuário	39	START	1710117398639	1710117398639
REQUEST	37		GET_produtos	1710117398640	1710117398645	OK	 
REQUEST	39		PUT_Usuario	1710117398640	1710117398646	OK	 
REQUEST	38		GET_carrinhos	1710117398640	1710117398645	OK	 
USER	Editar Usuário	39	END	1710117398639	1710117398647
USER	Buscar produtos	51	START	1710117398739	1710117398739
REQUEST	51		GET_produtos	1710117398740	1710117398746	OK	 
USER	Buscar produtos	52	START	1710117398839	1710117398839
REQUEST	52		GET_produtos	1710117398841	1710117398847	OK	 
USER	Buscar produtos	53	START	1710117398939	1710117398939
REQUEST	53		GET_produtos	1710117398941	1710117398948	OK	 
USER	Buscar produtos	54	START	1710117399040	1710117399040
REQUEST	54		GET_produtos	1710117399041	1710117399046	OK	 
USER	Buscar produtos	55	START	1710117399139	1710117399139
REQUEST	55		GET_produtos	1710117399140	1710117399145	OK	 
USER	Buscar produtos	56	START	1710117399238	1710117399238
REQUEST	56		GET_produtos	1710117399240	1710117399299	OK	 
USER	Buscar produtos	57	START	1710117399339	1710117399339
REQUEST	57		GET_produtos	1710117399340	1710117399344	OK	 
USER	Buscar produtos	2	END	1710117395738	1710117399431
USER	Buscar produtos	58	START	1710117399439	1710117399439
REQUEST	58		GET_produtos	1710117399439	1710117399443	OK	 
USER	Buscar produtos	59	START	1710117399539	1710117399539
REQUEST	59		GET_produtos	1710117399540	1710117399543	OK	 
USER	Buscar usuários	41	START	1710117399639	1710117399639
USER	Buscar usuários	42	START	1710117399640	1710117399640
USER	Buscar usuários	43	START	1710117399640	1710117399640
USER	Buscar usuários	40	START	1710117399639	1710117399639
USER	Buscar usuários	44	START	1710117399641	1710117399641
USER	Buscar usuários	47	START	1710117399642	1710117399642
USER	Buscar usuários	49	START	1710117399642	1710117399642
USER	Editar Usuário	62	START	1710117399643	1710117399643
USER	Buscar usuários	45	START	1710117399645	1710117399645
USER	Buscar usuários	50	START	1710117399645	1710117399645
USER	Buscar usuários	46	START	1710117399646	1710117399646
USER	Buscar usuários	48	START	1710117399646	1710117399646
USER	Buscar carrinhos	61	START	1710117399643	1710117399643
USER	Buscar produtos	60	START	1710117399649	1710117399649
REQUEST	41		GET_usuarios	1710117399640	1710117399655	OK	 
REQUEST	61		GET_carrinhos	1710117399644	1710117399659	OK	 
REQUEST	40		GET_usuarios	1710117399640	1710117399660	OK	 
REQUEST	60		GET_produtos	1710117399650	1710117399660	OK	 
REQUEST	42		GET_usuarios	1710117399641	1710117399661	OK	 
REQUEST	43		GET_usuarios	1710117399641	1710117399663	OK	 
REQUEST	44		GET_usuarios	1710117399642	1710117399663	OK	 
REQUEST	47		GET_usuarios	1710117399642	1710117399664	OK	 
REQUEST	49		GET_usuarios	1710117399645	1710117399664	OK	 
REQUEST	50		GET_usuarios	1710117399645	1710117399665	OK	 
REQUEST	46		GET_usuarios	1710117399647	1710117399666	OK	 
REQUEST	45		GET_usuarios	1710117399645	1710117399666	OK	 
REQUEST	48		GET_usuarios	1710117399648	1710117399666	OK	 
REQUEST	62		PUT_Usuario	1710117399645	1710117399667	OK	 
USER	Editar Usuário	62	END	1710117399643	1710117399668
USER	Buscar produtos	1	END	1710117395637	1710117399679
USER	Buscar produtos	65	START	1710117399729	1710117399729
REQUEST	65		GET_produtos	1710117399730	1710117399736	OK	 
USER	Buscar produtos	66	START	1710117399829	1710117399829
REQUEST	66		GET_produtos	1710117399830	1710117399836	OK	 
USER	Buscar produtos	67	START	1710117399929	1710117399929
REQUEST	67		GET_produtos	1710117399930	1710117399936	OK	 
USER	Buscar produtos	11	END	1710117396649	1710117399959
USER	Buscar produtos	9	END	1710117396449	1710117400040
USER	Buscar produtos	68	START	1710117400040	1710117400040
REQUEST	68		GET_produtos	1710117400041	1710117400046	OK	 
USER	Buscar produtos	5	END	1710117396048	1710117400110
USER	Buscar usuários	63	START	1710117400129	1710117400129
REQUEST	63		GET_usuarios	1710117400130	1710117400137	OK	 
USER	Buscar produtos	69	START	1710117400139	1710117400139
REQUEST	69		GET_produtos	1710117400140	1710117400142	OK	 
USER	Buscar produtos	70	START	1710117400240	1710117400240
REQUEST	70		GET_produtos	1710117400241	1710117400247	OK	 
USER	Buscar produtos	71	START	1710117400339	1710117400339
REQUEST	71		GET_produtos	1710117400340	1710117400343	OK	 
USER	Buscar produtos	14	END	1710117396948	1710117400399
USER	Buscar produtos	72	START	1710117400439	1710117400439
REQUEST	72		GET_produtos	1710117400440	1710117400446	OK	 
USER	Buscar produtos	73	START	1710117400540	1710117400540
REQUEST	73		GET_produtos	1710117400541	1710117400546	OK	 
USER	Buscar produtos	13	END	1710117396849	1710117400619
USER	Buscar usuários	64	START	1710117400628	1710117400628
REQUEST	64		GET_usuarios	1710117400629	1710117400631	OK	 
USER	Buscar produtos	74	START	1710117400639	1710117400639
USER	Buscar carrinhos	75	START	1710117400639	1710117400639
USER	Editar Usuário	76	START	1710117400639	1710117400639
REQUEST	76		PUT_Usuario	1710117400639	1710117400644	KO	status.find.is(201), but actually found 400
REQUEST	74		GET_produtos	1710117400639	1710117400645	OK	 
USER	Editar Usuário	76	END	1710117400639	1710117400645
REQUEST	75		GET_carrinhos	1710117400639	1710117400645	OK	 
USER	Buscar produtos	79	START	1710117400739	1710117400739
REQUEST	79		GET_produtos	1710117400740	1710117400747	OK	 
USER	Buscar produtos	7	END	1710117396249	1710117400809
USER	Buscar produtos	18	END	1710117397349	1710117400809
USER	Buscar carrinhos	23	END	1710117396629	1710117400841
USER	Buscar produtos	80	START	1710117400839	1710117400839
REQUEST	80		GET_produtos	1710117400842	1710117400846	OK	 
USER	Buscar produtos	8	END	1710117396349	1710117400849
USER	Buscar produtos	81	START	1710117400939	1710117400939
REQUEST	81		GET_produtos	1710117400941	1710117400947	OK	 
USER	Buscar produtos	4	END	1710117395939	1710117401029
USER	Buscar produtos	3	END	1710117395838	1710117401039
USER	Buscar produtos	82	START	1710117401039	1710117401039
REQUEST	82		GET_produtos	1710117401040	1710117401045	OK	 
USER	Buscar usuários	77	START	1710117401140	1710117401140
USER	Buscar produtos	83	START	1710117401140	1710117401140
REQUEST	83		GET_produtos	1710117401141	1710117401147	OK	 
REQUEST	77		GET_usuarios	1710117401141	1710117401148	OK	 
USER	Buscar produtos	84	START	1710117401238	1710117401238
REQUEST	84		GET_produtos	1710117401239	1710117401242	OK	 
USER	Buscar produtos	6	END	1710117396149	1710117401269
USER	Buscar produtos	33	END	1710117398239	1710117401279
USER	Buscar produtos	85	START	1710117401339	1710117401339
REQUEST	85		GET_produtos	1710117401341	1710117401346	OK	 
USER	Buscar produtos	86	START	1710117401439	1710117401439
REQUEST	86		GET_produtos	1710117401441	1710117401446	OK	 
USER	Buscar produtos	16	END	1710117397149	1710117401469
USER	Buscar produtos	87	START	1710117401540	1710117401540
REQUEST	87		GET_produtos	1710117401541	1710117401547	OK	 
USER	Buscar produtos	10	END	1710117396549	1710117401549
USER	Buscar produtos	28	END	1710117397739	1710117401639
USER	Buscar produtos	88	START	1710117401639	1710117401639
USER	Buscar carrinhos	89	START	1710117401640	1710117401640
USER	Buscar usuários	78	START	1710117401639	1710117401639
USER	Editar Usuário	90	START	1710117401640	1710117401640
REQUEST	88		GET_produtos	1710117401641	1710117401647	OK	 
REQUEST	90		PUT_Usuario	1710117401641	1710117401646	KO	status.find.is(201), but actually found 400
USER	Editar Usuário	90	END	1710117401640	1710117401647
REQUEST	78		GET_usuarios	1710117401641	1710117401648	OK	 
REQUEST	89		GET_carrinhos	1710117401641	1710117401647	OK	 
USER	Buscar produtos	93	START	1710117401739	1710117401739
REQUEST	93		GET_produtos	1710117401740	1710117401745	OK	 
USER	Buscar produtos	94	START	1710117401840	1710117401840
REQUEST	94		GET_produtos	1710117401842	1710117401847	OK	 
USER	Buscar produtos	15	END	1710117397050	1710117401889
USER	Buscar produtos	31	END	1710117398039	1710117401920
USER	Buscar usuários	43	END	1710117399640	1710117401922
USER	Buscar produtos	95	START	1710117401940	1710117401940
REQUEST	95		GET_produtos	1710117401941	1710117401945	OK	 
USER	Buscar produtos	96	START	1710117402039	1710117402039
REQUEST	96		GET_produtos	1710117402040	1710117402044	OK	 
USER	Buscar produtos	97	START	1710117402139	1710117402139
USER	Buscar usuários	91	START	1710117402139	1710117402139
REQUEST	91		GET_usuarios	1710117402140	1710117402147	OK	 
REQUEST	97		GET_produtos	1710117402140	1710117402147	OK	 
USER	Buscar produtos	98	START	1710117402239	1710117402239
REQUEST	98		GET_produtos	1710117402240	1710117402246	OK	 
USER	Buscar produtos	53	END	1710117398939	1710117402309
USER	Buscar produtos	99	START	1710117402339	1710117402339
REQUEST	99		GET_produtos	1710117402340	1710117402346	OK	 
USER	Buscar produtos	100	START	1710117402439	1710117402439
REQUEST	100		GET_produtos	1710117402440	1710117402445	OK	 
USER	Buscar produtos	34	END	1710117398339	1710117402499
USER	Buscar usuários	41	END	1710117399639	1710117402518
USER	Buscar produtos	12	END	1710117396749	1710117402529
USER	Buscar produtos	101	START	1710117402539	1710117402539
REQUEST	101		GET_produtos	1710117402540	1710117402544	OK	 
USER	Buscar usuários	92	START	1710117402639	1710117402639
USER	Buscar produtos	102	START	1710117402639	1710117402639
USER	Buscar carrinhos	103	START	1710117402639	1710117402639
USER	Editar Usuário	104	START	1710117402639	1710117402639
REQUEST	102		GET_produtos	1710117402640	1710117402645	OK	 
REQUEST	104		PUT_Usuario	1710117402640	1710117402645	KO	status.find.is(201), but actually found 400
USER	Editar Usuário	104	END	1710117402639	1710117402646
REQUEST	103		GET_carrinhos	1710117402640	1710117402645	OK	 
REQUEST	92		GET_usuarios	1710117402640	1710117402648	OK	 
USER	Buscar carrinhos	22	END	1710117395646	1710117402649
USER	Buscar produtos	20	END	1710117397549	1710117402699
USER	Buscar produtos	107	START	1710117402739	1710117402739
REQUEST	107		GET_produtos	1710117402739	1710117402743	OK	 
USER	Buscar produtos	29	END	1710117397840	1710117402780
USER	Buscar usuários	50	END	1710117399645	1710117402789
USER	Buscar produtos	108	START	1710117402839	1710117402839
REQUEST	108		GET_produtos	1710117402841	1710117402846	OK	 
USER	Buscar produtos	56	END	1710117399238	1710117402849
USER	Buscar produtos	17	END	1710117397249	1710117402930
USER	Buscar produtos	19	END	1710117397449	1710117402939
USER	Buscar produtos	109	START	1710117402939	1710117402939
REQUEST	109		GET_produtos	1710117402940	1710117402946	OK	 
USER	Buscar usuários	49	END	1710117399642	1710117402949
USER	Buscar produtos	30	END	1710117397939	1710117403009
USER	Buscar produtos	110	START	1710117403039	1710117403039
REQUEST	110		GET_produtos	1710117403039	1710117403043	OK	 
USER	Buscar usuários	47	END	1710117399642	1710117403099
USER	Buscar usuários	105	START	1710117403139	1710117403139
USER	Buscar produtos	111	START	1710117403139	1710117403139
REQUEST	105		GET_usuarios	1710117403140	1710117403144	OK	 
REQUEST	111		GET_produtos	1710117403140	1710117403144	OK	 
USER	Buscar produtos	35	END	1710117398439	1710117403209
USER	Buscar produtos	112	START	1710117403239	1710117403239
REQUEST	112		GET_produtos	1710117403241	1710117403246	OK	 
USER	Buscar produtos	113	START	1710117403339	1710117403339
REQUEST	113		GET_produtos	1710117403340	1710117403346	OK	 
USER	Buscar usuários	40	END	1710117399639	1710117403348
USER	Buscar produtos	66	END	1710117399829	1710117403390
USER	Buscar usuários	45	END	1710117399645	1710117403429
USER	Buscar produtos	69	END	1710117400139	1710117403440
USER	Buscar produtos	71	END	1710117400339	1710117403440
USER	Buscar produtos	114	START	1710117403440	1710117403440
REQUEST	114		GET_produtos	1710117403441	1710117403444	OK	 
USER	Buscar carrinhos	38	END	1710117398639	1710117403479
USER	Buscar produtos	21	END	1710117397648	1710117403489
USER	Buscar produtos	32	END	1710117398139	1710117403510
USER	Buscar produtos	115	START	1710117403539	1710117403539
REQUEST	115		GET_produtos	1710117403540	1710117403545	OK	 
USER	Buscar usuários	106	START	1710117403639	1710117403639
USER	Buscar produtos	116	START	1710117403639	1710117403639
USER	Buscar carrinhos	117	START	1710117403639	1710117403639
USER	Editar Usuário	118	START	1710117403639	1710117403639
REQUEST	116		GET_produtos	1710117403640	1710117403645	OK	 
REQUEST	117		GET_carrinhos	1710117403640	1710117403645	OK	 
REQUEST	118		PUT_Usuario	1710117403640	1710117403647	OK	 
REQUEST	106		GET_usuarios	1710117403640	1710117403647	OK	 
USER	Editar Usuário	118	END	1710117403639	1710117403648
USER	Buscar produtos	60	END	1710117399649	1710117403649
USER	Buscar produtos	121	START	1710117403739	1710117403739
REQUEST	121		GET_produtos	1710117403740	1710117403746	OK	 
USER	Buscar usuários	42	END	1710117399640	1710117403749
USER	Buscar carrinhos	24	END	1710117397629	1710117403758
USER	Buscar produtos	55	END	1710117399139	1710117403789
USER	Buscar usuários	48	END	1710117399646	1710117403789
USER	Buscar produtos	65	END	1710117399729	1710117403809
USER	Buscar produtos	122	START	1710117403839	1710117403839
REQUEST	122		GET_produtos	1710117403841	1710117403845	OK	 
USER	Buscar produtos	59	END	1710117399539	1710117403920
USER	Buscar produtos	123	START	1710117403939	1710117403939
REQUEST	123		GET_produtos	1710117403940	1710117403945	OK	 
USER	Buscar produtos	72	END	1710117400439	1710117403990
USER	Buscar produtos	124	START	1710117404039	1710117404039
REQUEST	124		GET_produtos	1710117404040	1710117404045	OK	 
USER	Buscar usuários	119	START	1710117404139	1710117404139
USER	Buscar produtos	125	START	1710117404139	1710117404139
REQUEST	125		GET_produtos	1710117404139	1710117404143	OK	 
REQUEST	119		GET_usuarios	1710117404139	1710117404143	OK	 
USER	Buscar usuários	63	END	1710117400129	1710117404178
USER	Buscar produtos	126	START	1710117404239	1710117404239
REQUEST	126		GET_produtos	1710117404240	1710117404243	OK	 
USER	Buscar produtos	36	END	1710117398538	1710117404299
USER	Buscar usuários	46	END	1710117399646	1710117404309
USER	Buscar produtos	74	END	1710117400639	1710117404309
USER	Buscar produtos	127	START	1710117404339	1710117404339
REQUEST	127		GET_produtos	1710117404340	1710117404343	OK	 
USER	Buscar produtos	37	END	1710117398639	1710117404369
USER	Buscar produtos	51	END	1710117398739	1710117404379
USER	Buscar produtos	83	END	1710117401140	1710117404379
USER	Buscar produtos	84	END	1710117401238	1710117404408
USER	Buscar produtos	67	END	1710117399929	1710117404408
USER	Buscar produtos	128	START	1710117404438	1710117404438
REQUEST	128		GET_produtos	1710117404439	1710117404442	OK	 
USER	Buscar produtos	52	END	1710117398839	1710117404469
USER	Buscar usuários	64	END	1710117400628	1710117404519
USER	Buscar produtos	129	START	1710117404538	1710117404538
REQUEST	129		GET_produtos	1710117404539	1710117404542	OK	 
USER	Buscar usuários	44	END	1710117399641	1710117404619
USER	Buscar produtos	130	START	1710117404639	1710117404639
USER	Buscar carrinhos	131	START	1710117404639	1710117404639
USER	Buscar usuários	120	START	1710117404639	1710117404639
USER	Editar Usuário	132	START	1710117404639	1710117404639
REQUEST	130		GET_produtos	1710117404640	1710117404645	OK	 
REQUEST	120		GET_usuarios	1710117404640	1710117404646	OK	 
REQUEST	131		GET_carrinhos	1710117404640	1710117404645	OK	 
REQUEST	132		PUT_Usuario	1710117404640	1710117404649	OK	 
USER	Editar Usuário	132	END	1710117404639	1710117404650
USER	Buscar produtos	80	END	1710117400839	1710117404678
USER	Buscar usuários	133	START	1710117404689	1710117404689
REQUEST	133		GET_usuarios	1710117404689	1710117404692	OK	 
USER	Buscar produtos	153	START	1710117404739	1710117404739
USER	Buscar usuários	134	START	1710117404739	1710117404739
REQUEST	153		GET_produtos	1710117404740	1710117404744	OK	 
REQUEST	134		GET_usuarios	1710117404740	1710117404744	OK	 
USER	Buscar produtos	82	END	1710117401039	1710117404780
USER	Buscar carrinhos	61	END	1710117399643	1710117404789
USER	Buscar usuários	135	START	1710117404789	1710117404789
REQUEST	135		GET_usuarios	1710117404789	1710117404793	OK	 
USER	Buscar produtos	54	END	1710117399040	1710117404809
USER	Buscar usuários	136	START	1710117404839	1710117404839
USER	Buscar produtos	154	START	1710117404839	1710117404839
REQUEST	136		GET_usuarios	1710117404840	1710117404844	OK	 
REQUEST	154		GET_produtos	1710117404840	1710117404844	OK	 
USER	Buscar usuários	137	START	1710117404889	1710117404889
REQUEST	137		GET_usuarios	1710117404890	1710117404896	OK	 
USER	Buscar usuários	138	START	1710117404939	1710117404939
USER	Buscar produtos	155	START	1710117404939	1710117404939
REQUEST	155		GET_produtos	1710117404941	1710117404946	OK	 
REQUEST	138		GET_usuarios	1710117404941	1710117404946	OK	 
USER	Buscar produtos	70	END	1710117400240	1710117404979
USER	Buscar usuários	139	START	1710117404990	1710117404990
REQUEST	139		GET_usuarios	1710117404991	1710117404996	OK	 
USER	Buscar produtos	88	END	1710117401639	1710117404999
USER	Buscar produtos	73	END	1710117400540	1710117405030
USER	Buscar produtos	87	END	1710117401540	1710117405030
USER	Buscar produtos	79	END	1710117400739	1710117405030
USER	Buscar usuários	140	START	1710117405040	1710117405040
USER	Buscar produtos	156	START	1710117405040	1710117405040
REQUEST	156		GET_produtos	1710117405041	1710117405044	OK	 
REQUEST	140		GET_usuarios	1710117405040	1710117405045	OK	 
USER	Buscar usuários	141	START	1710117405089	1710117405089
REQUEST	141		GET_usuarios	1710117405090	1710117405092	OK	 
USER	Buscar usuários	142	START	1710117405138	1710117405138
USER	Buscar produtos	157	START	1710117405139	1710117405139
REQUEST	142		GET_usuarios	1710117405139	1710117405142	OK	 
REQUEST	157		GET_produtos	1710117405139	1710117405142	OK	 
USER	Buscar produtos	57	END	1710117399339	1710117405179
USER	Buscar usuários	78	END	1710117401639	1710117405179
USER	Buscar usuários	92	END	1710117402639	1710117405190
USER	Buscar usuários	143	START	1710117405189	1710117405189
REQUEST	143		GET_usuarios	1710117405190	1710117405193	OK	 
USER	Buscar carrinhos	75	END	1710117400639	1710117405209
USER	Buscar usuários	144	START	1710117405239	1710117405239
USER	Buscar produtos	158	START	1710117405239	1710117405239
REQUEST	158		GET_produtos	1710117405240	1710117405244	OK	 
REQUEST	144		GET_usuarios	1710117405240	1710117405245	OK	 
USER	Buscar produtos	58	END	1710117399439	1710117405259
USER	Buscar usuários	77	END	1710117401140	1710117405270
USER	Buscar usuários	91	END	1710117402139	1710117405290
USER	Buscar usuários	145	START	1710117405289	1710117405289
REQUEST	145		GET_usuarios	1710117405290	1710117405295	OK	 
USER	Buscar usuários	146	START	1710117405340	1710117405340
USER	Buscar produtos	159	START	1710117405340	1710117405340
REQUEST	159		GET_produtos	1710117405341	1710117405346	OK	 
REQUEST	146		GET_usuarios	1710117405341	1710117405347	OK	 
USER	Buscar usuários	147	START	1710117405389	1710117405389
REQUEST	147		GET_usuarios	1710117405390	1710117405394	OK	 
USER	Buscar produtos	95	END	1710117401940	1710117405409
USER	Buscar usuários	148	START	1710117405439	1710117405439
USER	Buscar produtos	160	START	1710117405439	1710117405439
REQUEST	160		GET_produtos	1710117405439	1710117405442	OK	 
REQUEST	148		GET_usuarios	1710117405439	1710117405442	OK	 
USER	Buscar usuários	149	START	1710117405490	1710117405490
REQUEST	149		GET_usuarios	1710117405491	1710117405496	OK	 
USER	Buscar usuários	150	START	1710117405539	1710117405539
USER	Buscar produtos	161	START	1710117405539	1710117405539
REQUEST	150		GET_usuarios	1710117405540	1710117405545	OK	 
REQUEST	161		GET_produtos	1710117405541	1710117405546	OK	 
USER	Buscar usuários	151	START	1710117405589	1710117405589
REQUEST	151		GET_usuarios	1710117405590	1710117405593	OK	 
USER	Buscar carrinhos	163	START	1710117405639	1710117405639
USER	Buscar produtos	162	START	1710117405639	1710117405639
USER	Buscar usuários	152	START	1710117405639	1710117405639
USER	Editar Usuário	164	START	1710117405639	1710117405639
REQUEST	162		GET_produtos	1710117405640	1710117405643	OK	 
REQUEST	163		GET_carrinhos	1710117405640	1710117405643	OK	 
REQUEST	152		GET_usuarios	1710117405640	1710117405645	OK	 
REQUEST	164		PUT_Usuario	1710117405640	1710117405645	OK	 
USER	Editar Usuário	164	END	1710117405639	1710117405646
USER	Buscar usuários	165	START	1710117405688	1710117405688
REQUEST	165		GET_usuarios	1710117405689	1710117405692	OK	 
USER	Buscar usuários	166	START	1710117405739	1710117405739
USER	Buscar produtos	185	START	1710117405739	1710117405739
REQUEST	185		GET_produtos	1710117405741	1710117405746	OK	 
REQUEST	166		GET_usuarios	1710117405740	1710117405747	OK	 
USER	Buscar usuários	167	START	1710117405789	1710117405789
REQUEST	167		GET_usuarios	1710117405790	1710117405793	OK	 
USER	Buscar produtos	186	START	1710117405839	1710117405839
USER	Buscar usuários	168	START	1710117405839	1710117405839
REQUEST	186		GET_produtos	1710117405840	1710117405843	OK	 
REQUEST	168		GET_usuarios	1710117405840	1710117405843	OK	 
USER	Buscar usuários	169	START	1710117405889	1710117405889
REQUEST	169		GET_usuarios	1710117405889	1710117405892	OK	 
USER	Buscar produtos	81	END	1710117400939	1710117405908
USER	Buscar usuários	170	START	1710117405939	1710117405939
USER	Buscar produtos	187	START	1710117405939	1710117405939
REQUEST	170		GET_usuarios	1710117405939	1710117405944	OK	 
REQUEST	187		GET_produtos	1710117405939	1710117405944	OK	 
USER	Buscar produtos	86	END	1710117401439	1710117405968
USER	Buscar produtos	68	END	1710117400040	1710117405989
USER	Buscar usuários	171	START	1710117405989	1710117405989
REQUEST	171		GET_usuarios	1710117405989	1710117405991	OK	 
USER	Buscar produtos	188	START	1710117406039	1710117406039
USER	Buscar usuários	172	START	1710117406039	1710117406039
REQUEST	188		GET_produtos	1710117406039	1710117406042	OK	 
REQUEST	172		GET_usuarios	1710117406039	1710117406042	OK	 
USER	Buscar usuários	173	START	1710117406089	1710117406089
REQUEST	173		GET_usuarios	1710117406090	1710117406095	OK	 
USER	Buscar usuários	174	START	1710117406139	1710117406139
USER	Buscar produtos	189	START	1710117406139	1710117406139
REQUEST	174		GET_usuarios	1710117406140	1710117406146	OK	 
REQUEST	189		GET_produtos	1710117406141	1710117406146	OK	 
USER	Buscar produtos	108	END	1710117402839	1710117406179
USER	Buscar usuários	175	START	1710117406189	1710117406189
REQUEST	175		GET_usuarios	1710117406189	1710117406193	OK	 
USER	Buscar usuários	106	END	1710117403639	1710117406199
USER	Buscar usuários	176	START	1710117406239	1710117406239
USER	Buscar produtos	190	START	1710117406239	1710117406239
REQUEST	190		GET_produtos	1710117406239	1710117406243	OK	 
REQUEST	176		GET_usuarios	1710117406239	1710117406244	OK	 
USER	Buscar produtos	94	END	1710117401840	1710117406280
USER	Buscar usuários	177	START	1710117406289	1710117406289
REQUEST	177		GET_usuarios	1710117406290	1710117406296	OK	 
USER	Buscar usuários	178	START	1710117406339	1710117406339
USER	Buscar produtos	191	START	1710117406339	1710117406339
REQUEST	178		GET_usuarios	1710117406340	1710117406346	OK	 
REQUEST	191		GET_produtos	1710117406341	1710117406347	OK	 
USER	Buscar produtos	107	END	1710117402739	1710117406369
USER	Buscar usuários	179	START	1710117406389	1710117406389
